exam_id,class_section_id,subject_id,exam_date,start_time,max_marks,room,marks_locked_at,marks_locked_by,school_id,id,created_at,updated_at
23,48,32,2026-06-23,09:00:00,10.00,,,,36,248,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,48,33,2026-06-24,09:00:00,10.00,,,,36,249,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,48,34,2026-06-25,09:00:00,10.00,,,,36,250,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,48,35,2026-06-26,09:00:00,10.00,,,,36,251,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,48,36,2026-06-27,09:00:00,10.00,,,,36,252,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,48,40,2026-06-28,09:00:00,10.00,,,,36,253,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,49,32,2026-06-23,09:00:00,10.00,,,,36,254,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,49,33,2026-06-24,09:00:00,10.00,,,,36,255,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,49,34,2026-06-25,09:00:00,10.00,,,,36,256,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,49,35,2026-06-26,09:00:00,10.00,,,,36,257,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,49,36,2026-06-27,09:00:00,10.00,,,,36,258,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,49,40,2026-06-28,09:00:00,10.00,,,,36,259,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,50,32,2026-06-23,09:00:00,10.00,,,,36,260,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,50,33,2026-06-24,09:00:00,10.00,,,,36,261,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,50,34,2026-06-25,09:00:00,10.00,,,,36,262,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,50,35,2026-06-26,09:00:00,10.00,,,,36,263,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,50,36,2026-06-27,09:00:00,10.00,,,,36,264,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,50,40,2026-06-28,09:00:00,10.00,,,,36,265,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,51,32,2026-06-23,09:00:00,10.00,,,,36,266,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,51,33,2026-06-24,09:00:00,10.00,,,,36,267,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,51,34,2026-06-25,09:00:00,10.00,,,,36,268,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,51,35,2026-06-26,09:00:00,10.00,,,,36,269,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,51,36,2026-06-27,09:00:00,10.00,,,,36,270,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,51,40,2026-06-28,09:00:00,10.00,,,,36,271,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,52,32,2026-06-23,09:00:00,10.00,,,,36,272,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,52,33,2026-06-24,09:00:00,10.00,,,,36,273,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,52,34,2026-06-25,09:00:00,10.00,,,,36,274,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,52,35,2026-06-26,09:00:00,10.00,,,,36,275,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,52,36,2026-06-27,09:00:00,10.00,,,,36,276,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,52,40,2026-06-28,09:00:00,10.00,,,,36,277,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,53,32,2026-06-23,09:00:00,10.00,,,,36,278,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,53,33,2026-06-24,09:00:00,10.00,,,,36,279,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,53,34,2026-06-25,09:00:00,10.00,,,,36,280,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,53,38,2026-06-26,09:00:00,10.00,,,,36,281,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,53,37,2026-06-27,09:00:00,10.00,,,,36,282,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,53,39,2026-06-28,09:00:00,10.00,,,,36,283,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,54,32,2026-06-23,09:00:00,10.00,,,,36,284,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,54,33,2026-06-24,09:00:00,10.00,,,,36,285,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,54,34,2026-06-25,09:00:00,10.00,,,,36,286,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,54,38,2026-06-26,09:00:00,10.00,,,,36,287,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,54,37,2026-06-27,09:00:00,10.00,,,,36,288,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,54,39,2026-06-28,09:00:00,10.00,,,,36,289,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,55,32,2026-06-23,09:00:00,10.00,,,,36,290,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,55,33,2026-06-24,09:00:00,10.00,,,,36,291,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,55,34,2026-06-25,09:00:00,10.00,,,,36,292,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,55,38,2026-06-26,09:00:00,10.00,,,,36,293,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,55,37,2026-06-27,09:00:00,10.00,,,,36,294,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,55,39,2026-06-28,09:00:00,10.00,,,,36,295,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,56,32,2026-06-23,09:00:00,10.00,,,,36,296,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,56,33,2026-06-24,09:00:00,10.00,,,,36,297,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,56,34,2026-06-25,09:00:00,10.00,,,,36,298,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,56,38,2026-06-26,09:00:00,10.00,,,,36,299,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,56,37,2026-06-27,09:00:00,10.00,,,,36,300,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,56,39,2026-06-28,09:00:00,10.00,,,,36,301,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,57,32,2026-06-23,09:00:00,10.00,,,,36,302,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,57,33,2026-06-24,09:00:00,10.00,,,,36,303,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,57,34,2026-06-25,09:00:00,10.00,,,,36,304,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,57,38,2026-06-26,09:00:00,10.00,,,,36,305,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,57,37,2026-06-27,09:00:00,10.00,,,,36,306,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
23,57,39,2026-06-28,09:00:00,10.00,,,,36,307,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
